Start,End,Best Matrix,Best M. At,Jaccard Index,Time Taken,CUDA Memory Used,CPU Memory,Time
1,20,0.19705581665039062,5,0.0,192.91136860847473,301,0,2023:03:24 21:39:50
1,20,0.20386232435703278,10,0.0,375.7069549560547,301,0,2023:03:24 21:42:53
1,20,0.21238099038600922,15,0.0,570.135710477829,301,0,2023:03:24 21:46:07
1,20,0.21238099038600922,15,0.0,759.3963513374329,301,0,2023:03:24 21:49:16
