Start,End,Best Matrix,Best M. At,Jaccard Index,Time Taken,CUDA Memory Used,CPU Memory,Time
1,20,0.19915877282619476,5,0.0,190.15522170066833,0,0,2023:03:24 18:06:36
1,20,0.21033157408237457,10,0.0,386.9699411392212,0,0,2023:03:24 18:09:53
1,20,0.21237222850322723,15,0.0,678.0982184410095,0,0,2023:03:24 18:14:44
1,20,0.21237222850322723,15,0.0,1133.2059335708618,0,0,2023:03:24 18:22:19
