Start,End,Best Matrix,Best M. At,Jaccard Index,Time Taken,CUDA Memory Used,CPU Memory,Time
1,20,0.10352382063865662,5,0.0,213.93678283691406,299,0,2023:03:24 23:37:19
1,20,0.14748406410217285,10,0.0,433.4674789905548,300,0,2023:03:24 23:40:59
1,20,0.14748406410217285,10,0.0,623.6593534946442,300,0,2023:03:24 23:44:09
1,20,0.14748406410217285,10,0.0,821.4561040401459,300,0,2023:03:24 23:47:27
