Start,End,Best Matrix,Best M. At,Time Taken,CUDA Memory Used,CPU Memory,Time
1,2,0.13485261372157506,1,292.6671314239502,320,0,2023:03:19 01:22:47
1,2,0.1396497544788179,2,598.1929821968079,320,0,2023:03:19 01:27:52
