Start,End,Best Matrix,Best M. At,Time Taken,CUDA Memory Used,CPU Memory,Time
1,2,0.09943174038614545,1,319.62547039985657,313434112,0,2023:03:19 00:08:58
1,2,0.10249694472267515,2,629.5396173000336,313434112,0,2023:03:19 00:14:08
1,2,0.10470477172306605,1,306.745609998703,323,0,2023:03:19 00:37:25
1,2,0.10510630267007011,2,618.601952791214,323,0,2023:03:19 00:42:37
