Start,End,Best Matrix,Best M. At,Jaccard Index,Time Taken,CUDA Memory Used,CPU Memory,Time
1,20,0.17056655883789062,5,0.0,193.9199357032776,294,0,2023:03:25 04:04:31
1,20,0.1870294213294983,10,0.0,389.9545931816101,294,0,2023:03:25 04:07:47
1,20,0.18853327631950378,15,0.0,575.4880709648132,294,0,2023:03:25 04:10:52
1,20,0.18853327631950378,15,0.0,772.621630191803,294,0,2023:03:25 04:14:09
