Start,End,Best Matrix,Best M. At,Jaccard Index,Time Taken,CUDA Memory Used,CPU Memory,Time
1,20,0.09202291071414948,5,0.0,185.1983072757721,0,0,2023:03:24 20:57:42
1,20,0.09202291071414948,5,0.0,384.05138635635376,0,0,2023:03:24 21:01:01
1,20,0.12818212807178497,15,0.0,655.6564407348633,0,0,2023:03:24 21:05:32
1,20,0.1363483965396881,20,0.0,857.0885109901428,0,0,2023:03:24 21:08:54
